seller-name,seller-type,layout_type,property_type,projName,location,val 2,unit,area,val 4,possession,number of bedrooms
Vivid Realty,AGENT,BHK,Apartment,Lodha Upper Kharadi,Kharadi,94.99,L,"11,529 / sq ft",Under Construction,Possession by Sep 2026,2 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Lodha Upper Kharadi,Kharadi,1.34,Cr,"12,182 / sq ft",Under Construction,Possession by Sep 2026,3 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Lodha Upper Kharadi,Kharadi,1.34,Cr,"12,182 / sq ft",Under Construction,Possession by Sep 2026,3 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Lodha Upper Kharadi,Kharadi,94.99,L,"11,529 / sq ft",Under Construction,Possession by Sep 2026,2 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Lodha Upper Kharadi,Kharadi,94.99,L,"11,529 / sq ft",Under Construction,Possession by Sep 2026,2 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Lodha Upper Kharadi,Kharadi,1.34,Cr,"12,182 / sq ft",Under Construction,Possession by Sep 2026,3 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Lodha Upper Kharadi,Kharadi,1.34,Cr,"12,182 / sq ft",Under Construction,Possession by Sep 2026,3 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Kohinoor Kaleido,Kharadi,88,L,"10,341 / sq ft",Under Construction,Possession by Nov 2027,3 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Kohinoor Kaleido,Kharadi,1.01,Cr,"10,313 / sq ft",Under Construction,Possession by Nov 2027,3 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Kohinoor Kaleido,Kharadi,72,L,"10,345 / sq ft",Under Construction,Possession by Nov 2027,2 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Kohinoor Kaleido,Kharadi,79,L,"10,300 / sq ft",Under Construction,Possession by Nov 2027,2 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Mahalaxmi Zen Elite,Kharadi,1,Cr,"10,684 / sq ft",Under Construction,Possession by Nov 2026,3 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Mahalaxmi Zen Elite,Kharadi,1,Cr,"10,684 / sq ft",Under Construction,Possession by Nov 2026,3 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Mahalaxmi Zen Elite,Kharadi,1,Cr,"10,684 / sq ft",Under Construction,Possession by Nov 2026,3 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Mahalaxmi Zen Elite,Kharadi,1,Cr,"10,684 / sq ft",Under Construction,Possession by Nov 2026,3 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Mahalaxmi Zen Elite,Kharadi,1.25,Cr,"11,161 / sq ft",Under Construction,Possession by Nov 2026,3 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Mahalaxmi Zen Elite,Kharadi,1.25,Cr,"11,161 / sq ft",Under Construction,Possession by Nov 2026,3 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Mahalaxmi Zen Elite,Kharadi,90,L,"10,740 / sq ft",Under Construction,Possession by Nov 2026,2 BHK Property for Sale in Kharadi Pune
Vivid Realty,AGENT,BHK,Apartment,Mahalaxmi Zen Elite,Kharadi,90,L,"10,740 / sq ft",Under Construction,Possession by Nov 2026,2 BHK Property for Sale in Kharadi Pune
Shree Enterprises,AGENT,BHK,Apartment,Builders Splendour,Bavdhan,56.8,L,"8,632 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Aristo Shanti Vihar,Bavdhan,51.05,L,"8,652 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,56.45,L,"8,779 / sq ft",Ready to move,West facing,1 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kunal Belleza,Bavdhan,86,L,"7,818 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kunal Belleza,Bavdhan,86.11,L,"7,828 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Builders Splendour,Bavdhan,56,L,"8,115 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,1.21,Cr,"8,066 / sq ft",Ready to move,West facing,3 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Rainbow Pebbles,Bavdhan,1.21,Cr,"8,642 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,65,L,"8,125 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,1.14,Cr,"6,909 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,85,L,"10,625 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Lohia Vallonia,Bavdhan,95,L,"8,260 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Shreyas Lazy Rock,Bavdhan,1.15,Cr,"10,315 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Gaikwad Vaidehi Enclave,Bavdhan,86,L,"7,239 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kunal Belleza,Bavdhan,85,L,"7,727 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,86.2,L,"7,836 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kunal Belleza,Bavdhan,82,L,"9,704 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,58.88,L,"8,595 / sq ft",Ready to move,East facing,1 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,85,L,"9,371 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Paranjape Gloria Grace,Bavdhan,85,L,"7,083 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Paranjape Gloria Grace,Bavdhan,85,L,"6,800 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,84.32,L,"8,783 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,84.63,L,"8,908 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Pristine Fontana,Bavdhan,84.56,L,"8,901 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kasturi Ike No Midori,Bavdhan,79,L,"8,777 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Shagun Nisarg,Bavdhan,81,L,"7,363 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Lohia Vallonia,Bavdhan,95.63,L,"7,969 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kunal Belleza,Bavdhan,96,L,"8,727 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,1.11,Cr,"13,875 / sq ft",Ready to move,,2 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kondhwa,95,L,"8,444 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Kondhwa Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,59.63,L,"10,005 / sq ft",Ready to move,West facing,1 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,59.21,L,"10,191 / sq ft",Ready to move,,1 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,59.63,L,"10,298 / sq ft",Ready to move,,1 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,60,L,"10,830 / sq ft",Ready to move,West facing,1 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,59,L,"10,000 / sq ft",Ready to move,West facing,1 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,58,L,"10,000 / sq ft",Ready to move,,1 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,2.2,Cr,"13,758 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,Paranjape Gloria Grace,Bavdhan,79.65,L,"7,965 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Gaikwad Vaidehi Riviera Wing B,Bavdhan,49,L,"8,032 / sq ft",Ready to move,East facing,1 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Antarkar And Joshi Aranya,Bavdhan,51.23,L,"8,863 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,51.33,L,"8,850 / sq ft",Ready to move,North facing,1 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,55.23,L,"8,015 / sq ft",Ready to move,East facing,1 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,51.33,L,"8,850 / sq ft",Ready to move,East facing,1 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,82,L,"8,631 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,94.65,L,"8,428 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Paranjape Gloria Grace,Bavdhan,84,L,"6,461 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,81,L,"8,804 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,81,L,"9,529 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,78.99,L,"7,987 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,80,L,"8,376 / sq ft",Ready to move,South facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Abhinav Pebbles II,Bavdhan,1.09,Cr,"10,380 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,85,L,"7,727 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Pristine Fontana,Bavdhan,80.36,L,"8,811 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,85,L,"9,433 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,84,L,"8,000 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,84,L,"8,750 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,Pristine Fontana,Bavdhan,84.5,L,"7,681 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Aditya Shagun Aditya Shagun,Bavdhan,82,L,"7,130 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Aditya Shagun Aditya Shagun,Bavdhan,82,L,"7,454 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,81.23,L,"8,205 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,TCG West End Village Phase II Building H,Kothrud,1.15,Cr,"10,454 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,Kunal Belleza,Bavdhan,85.6,L,"8,000 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,85,L,"7,589 / sq ft",Ready to move,,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kool Green Valley,Bavdhan,95,L,"8,878 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,79.33,L,"8,804 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,81,L,"10,125 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Paranjape Gloria Grace,Bavdhan,78,L,"7,090 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kasturi Ike No Midori,Bavdhan,81,L,"7,363 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Ameya La Valle Casa,Bavdhan,85,L,"7,727 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,84,L,"7,777 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Paranjape Gloria Grace,Bavdhan,1.23,Cr,"7,687 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kunal Belleza,Bavdhan,86,L,"7,818 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kunal Belleza,Bavdhan,85.21,L,"9,467 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Swaraj Homes Sterling Habitat,Bavdhan,58.53,L,"8,519 / sq ft",Ready to move,East facing,1 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Swaraj Homes Sterling Habitat,Bavdhan,84.11,L,"7,646 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,78.56,L,"6,807 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Aristo Shanti Vihar,Bavdhan,50.12,L,"8,641 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Aditya Shagun Aditya Shagun,Bavdhan,85,L,"8,095 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Lohia Vallonia,Bavdhan,96,L,"8,000 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Paras Preksha Vihar,Bavdhan,86,L,"6,880 / sq ft",Ready to move,,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,84.63,L,"7,359 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,82.13,L,"8,380 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kunal Belleza,Bavdhan,82.12,L,"8,228 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kasturi Ike No Midori,Bavdhan,85.66,L,"8,005 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Pristine Fontana,Bavdhan,84.55,L,"7,686 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,85,L,"9,423 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kunal Belleza,Bavdhan,86,L,"7,818 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Pristine Fontana,Bavdhan,80.15,L,"8,807 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,86.25,L,"8,060 / sq ft",Ready to move,,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,86,L,"7,288 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Gaikwad Vaidehi Riviera Wing B,Bavdhan,86,L,"7,818 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,84.52,L,"7,943 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,1.2,Cr,"13,953 / sq ft",Ready to move,North facing,2 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,Sigma Sigma One,Kothrud,1.92,Cr,"12,800 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,1.92,Cr,"12,791 / sq ft",Ready to move,SouthEast facing,3 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,2.1,Cr,"13,043 / sq ft",Ready to move,West facing,3 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,TCG West End Village Phase II Building H,Kothrud,1.16,Cr,"10,943 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,TCG Westend Village Phase III,Kothrud,1.16,Cr,"10,943 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,Amrut Runwal Paradise,Kothrud,1.22,Cr,"9,760 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,Antarkar And Joshi Aranya,Bavdhan,94.65,L,"8,376 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Antarkar And Joshi Aranya,Bavdhan,94.12,L,"8,329 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Pristine Fontana,Bavdhan,80.23,L,"8,768 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kool Green Valley,Bavdhan,1.1,Cr,"10,377 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,81.23,L,"8,213 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Paranjape Gloria Grace,Bavdhan,81.23,L,"7,125 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,2.2,Cr,"13,756 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,2.2,Cr,"13,768 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,2.2,Cr,"13,756 / sq ft",Ready to move,West facing,3 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,Kunal Belleza,Bavdhan,81.5,L,"9,055 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,2.2,Cr,"13,758 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,2.2,Cr,"13,758 / sq ft",Ready to move,,3 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,1.25,Cr,"11,363 / sq ft",Ready to move,North facing,2 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,1.06,Cr,"10,000 / sq ft",Ready to move,North facing,2 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,76.32,L,"10,902 / sq ft",Ready to move,West facing,1 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,Reputed Builder Vanaraji Complex,Kothrud,75.36,L,"10,921 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,Kasturi Ike No Midori,Bavdhan,82,L,"8,631 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kunal Belleza,Bavdhan,80,L,"9,411 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,59.86,L,"8,675 / sq ft",Ready to move,East facing,1 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kishor Bhagwati Floriana,Bavdhan,54.8,L,"7,942 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Rainbow Pebbles,Bavdhan,1.25,Cr,"8,928 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,79.63,L,"8,847 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,79,L,"8,777 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Antarkar And Joshi Aranya,Bavdhan,58,L,"8,405 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Vistacore Ambiience Antilia,Bavdhan,82.33,L,"9,147 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Gokhale Fulora,Kothrud,2.19,Cr,"13,730 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,2.2,Cr,"13,664 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,1.04,Cr,"9,194 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,82.32,L,"8,575 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,TCG West End Village Phase II Building H,Kothrud,1.15,Cr,"10,454 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,TCG West End Village Phase II Building H,Kothrud,1.15,Cr,"10,879 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,Kool Green Valley,Bavdhan,1.05,Cr,"9,545 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,81,L,"8,100 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Bavdhan,81,L,"8,499 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,,Kothrud,84,L,"8,842 / sq ft",Ready to move,,2 BHK Property for Sale in Kothrud Pune
Shree Enterprises,AGENT,BHK,Apartment,Kool Green Valley,Bavdhan,1.05,Cr,"9,545 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Kunal Belleza,Bavdhan,86.1,L,"7,827 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Reputed Builder Miracle Flora,Bavdhan,84,L,"7,076 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Shree Enterprises,AGENT,BHK,Apartment,Gaikwad Vaidehi Enclave,Bavdhan,88,L,"7,457 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Bavdhan Pune
Gaurav properties,AGENT,BHK,Independent House,,Ghorpadi,4.35,Cr,"11,298 / sq ft",Ready to move,East facing,4 BHK Property for Sale in Ghorpadi Pune
Dwell Home Solustions,AGENT,BHK,Apartment,Chintamani Gardens,Warje,80,L,"9,411 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Warje Pune
Dwell Home Solustions,AGENT,BHK,Apartment,Shree Lake Orchid,Ambegaon Budruk,61,L,"6,021 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Ambegaon Budruk Pune
Dwell Home Solustions,AGENT,BHK,Apartment,Mittal Sun Universe,Dhayari,1.3,Cr,"7,558 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Dhayari Pune
