seller-name,seller-type,layout_type,property_type,projName,location,val 2,unit,area,val 4,possession,number of bedrooms
Sameer Dodake,AGENT,BHK,Apartment,Kalpataru Crescendo,Wakad,1.07,Cr,"10,219 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Wakad Pune
RS Real Estate,AGENT,BHK,Apartment,Reputed Builder Athashri Apartments,Hadapsar,92,L,"8,363 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Hadapsar Pune
RS Real Estate,AGENT,BHK,Apartment,Gemini Grand Bay,Manjari,37.95,L,"5,421 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Manjari Pune
RS Real Estate,AGENT,BHK,Apartment,Dreams Ragini,Manjari,33.55,L,"4,718 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Manjari Pune
Bricklane Realtors,AGENT,BHK,Apartment,G Corp Greens,Thergaon,1.1,Cr,"7,333 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Thergaon Pune
Bricklane Realtors,AGENT,BHK,Apartment,Mahindra The Woods,Wakad,3,Cr,"10,000 / sq ft",Ready to move,Resale,5 BHK Property for Sale in Wakad Pune
Proplinein,AGENT,BHK,Apartment,Oxford Olympia,Wakad,62,L,"6,358 / sq ft",Under Construction,East facing,2 BHK Property for Sale in Wakad Pune
Orallia Properties,AGENT,BHK,Apartment,Kumar Kumar Park Infinia,Fursungi,60,L,"5,633 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Fursungi Pune
Orallia Properties,AGENT,BHK,Apartment,Kalpataru Serenity,Manjari,36,L,"5,678 / sq ft",Ready to move,,1 BHK Property for Sale in Manjari Pune
Orallia Properties,AGENT,BHK,Apartment,Dreams Aakruti,Hadapsar,25,L,"4,000 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Hadapsar Pune
Orallia Properties,AGENT,BHK,Apartment,Ashtavinayak City,Fursungi,45,L,"4,629 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Fursungi Pune
Orallia Properties,AGENT,RK,Studio Apartment,Ram Green Hive,Fursungi,12,L,"3,703 / sq ft",Ready to move,East facing,1 RK Property for Sale in Fursungi Pune
Orallia Properties,AGENT,BHK,Apartment,Ram Green Hive,Fursungi,18,L,"3,571 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Fursungi Pune
Orallia Properties,AGENT,BHK,Apartment,DSK Sundarban,Hadapsar,40,L,"6,451 / sq ft",Ready to move,East facing,1 BHK Property for Sale in Hadapsar Pune
Orallia Properties,AGENT,BHK,Villa,,Hadapsar,1.25,Cr,"9,293 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Hadapsar Pune
Orallia Properties,AGENT,BHK,Apartment,Gemini Grand Bay,Manjari,35,L,"5,511 / sq ft",Ready to move,East facing,1 BHK Property for Sale in Manjari Pune
Orallia Properties,AGENT,BHK,Apartment,Runwal Seagull,Hadapsar,43,L,"4,387 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Hadapsar Pune
Orallia Properties,AGENT,BHK,Apartment,Magnus Simpli City,Handewadi,36,L,"4,128 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Handewadi Pune
Orallia Properties,AGENT,BHK,Villa,Reputed Builder Nirmal Township,Hadapsar,1.1,Cr,"8,100 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Hadapsar Pune
Orallia Properties,AGENT,BHK,Apartment,Maloji Manjri Green Woods Phase 2 H1 Building,Manjari,82,L,"7,130 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Manjari Pune
Orallia Properties,AGENT,BHK,Apartment,Yash Ravi Park,Hadapsar,39,L,"4,333 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Hadapsar Pune
Orallia Properties,AGENT,BHK,Apartment,Shree Shree Laxmi Chaya,Hadapsar,37,L,"5,692 / sq ft",Ready to move,,1 BHK Property for Sale in Hadapsar Pune
Orallia Properties,AGENT,BHK,Apartment,Magnus Manjri Greens 5,Manjari,64,L,"5,688 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Manjari Pune
RK Properties,AGENT,BHK,Apartment,Sobha Nesara Block 3,Kothrud,1.99,Cr,"14,740 / sq ft",Under Construction,Possession by Aug 2024,3 BHK Property for Sale in Kothrud Pune
RK Properties,AGENT,BHK,Apartment,RK R K Spectra,Bavdhan,72,L,"6,857 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Prop Wisdom,AGENT,BHK,Apartment,,Pirangut,37,L,"3,656 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Pirangut Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Malkani Bon Vivant,Mundhwa,70.66,L,"5,477 / sq ft",Under Construction,East facing,3 BHK Property for Sale in Mundhwa Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,2.6,Cr,"8,843 / sq ft",Under Construction,Possession by Dec 2025,4 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,2.59,Cr,"8,870 / sq ft",Under Construction,Possession by Dec 2025,4 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Malkani Bon Vivant,Mundhwa,70.33,L,"5,516 / sq ft",Under Construction,East facing,3 BHK Property for Sale in Mundhwa Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,2.58,Cr,"8,865 / sq ft",Under Construction,Possession by Dec 2025,4 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Malkani Bon Vivant,Mundhwa,48.82,L,"5,238 / sq ft",Under Construction,East facing,2 BHK Property for Sale in Mundhwa Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,2.09,Cr,"9,295 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Malkani Bon Vivant,Mundhwa,48.41,L,"5,256 / sq ft",Under Construction,East facing,2 BHK Property for Sale in Mundhwa Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,2.04,Cr,"9,521 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Anand Shanti Elixir,Mundhwa,70.9,L,"5,445 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Mundhwa Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Anand Shanti Elixir,Mundhwa,70.6,L,"5,481 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Mundhwa Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Anand Shanti Elixir,Mundhwa,52.81,L,"5,192 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Mundhwa Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Anand Shanti Elixir,Mundhwa,52.54,L,"5,227 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Mundhwa Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,1.99,Cr,"9,772 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,1.93,Cr,"10,051 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,1.88,Cr,"10,363 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,1.83,Cr,"10,107 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,1.78,Cr,"9,860 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,2.57,Cr,"8,860 / sq ft",Under Construction,Possession by Dec 2025,4 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,2.56,Cr,"8,856 / sq ft",Under Construction,Possession by Dec 2025,4 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,2.55,Cr,"8,854 / sq ft",Under Construction,Possession by Dec 2025,4 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,BU Bhandari Colonnade,Kharadi,69,L,"6,699 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,BU Bhandari Colonnade,Kharadi,68.5,L,"6,702 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,1.72,Cr,"9,616 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,BU Bhandari Colonnade,Kharadi,68,L,"6,712 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,1.67,Cr,"9,365 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,1.57,Cr,"8,860 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Goel Ganga Serio,Kharadi,90,L,"6,484 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Gateway,Viman Nagar,1.6,Cr,"8,893 / sq ft",Under Construction,Possession by Nov 2023,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Gateway,Viman Nagar,1.59,Cr,"8,930 / sq ft",Under Construction,Possession by Nov 2023,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Gateway,Viman Nagar,1.58,Cr,"8,982 / sq ft",Under Construction,Possession by Nov 2023,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Gateway,Viman Nagar,1.56,Cr,"9,030 / sq ft",Under Construction,Possession by Nov 2023,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Mahalaxmi Zen Estate,Kharadi,76,L,"6,031 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,BU Bhandari Acolade,Kharadi,92.5,L,"6,414 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,2.15,Cr,"9,087 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Goel Ganga Serio,Kharadi,89.12,L,"6,577 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,BU Bhandari Colonnade,Kharadi,67.5,L,"6,716 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Goel Ganga Serio,Kharadi,88.36,L,"6,618 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,BU Bhandari Colonnade,Kharadi,67,L,"6,726 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Onyx Gagan Avencia,Kharadi,72,L,"6,050 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Onyx Gagan Avencia,Kharadi,96,L,"5,485 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Duville Riverdale Grove,Kharadi,72.16,L,"5,704 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Majestique Marbella Phase V,Kharadi,78.5,L,"6,161 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Gateway,Viman Nagar,1.2,Cr,"9,259 / sq ft",Under Construction,Possession by Nov 2023,2 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Majestique Marbella Phase V,Kharadi,93.42,L,"5,590 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Gateway,Viman Nagar,1.19,Cr,"9,343 / sq ft",Under Construction,Possession by Nov 2023,2 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Gateway,Viman Nagar,1.19,Cr,"9,372 / sq ft",Under Construction,Possession by Nov 2023,2 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Oxy Beaumonde Phase 1,Lohegaon,1.32,Cr,"8,021 / sq ft",Under Construction,Possession by Dec 2024,3 BHK Property for Sale in Lohegaon Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Oxy Beaumonde Phase 1,Lohegaon,1.31,Cr,"8,073 / sq ft",Under Construction,Possession by Dec 2024,3 BHK Property for Sale in Lohegaon Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Oxy Beaumonde Phase 1,Lohegaon,1.3,Cr,"8,076 / sq ft",Under Construction,Possession by Dec 2024,3 BHK Property for Sale in Lohegaon Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Oxy Beaumonde Phase 1,Lohegaon,1.3,Cr,"8,074 / sq ft",Under Construction,Possession by Dec 2024,3 BHK Property for Sale in Lohegaon Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Oxy Beaumonde Phase 1,Lohegaon,1.1,Cr,"8,270 / sq ft",Under Construction,Possession by Dec 2024,2 BHK Property for Sale in Lohegaon Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Onyx Gagan Avencia,Kharadi,94.88,L,"5,443 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Onyx Gagan Avencia,Kharadi,94.88,L,"5,443 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Onyx Gagan Avencia,Kharadi,94.12,L,"5,465 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Onyx Gagan Avencia,Kharadi,71.9,L,"6,093 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Onyx Gagan Avencia,Kharadi,71.6,L,"6,151 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,BU Bhandari Colonnade,Kharadi,66.5,L,"6,730 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Goel Ganga Serio,Kharadi,89.88,L,"6,541 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,BU Bhandari Colonnade,Kharadi,66,L,"6,734 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,BU Bhandari Colonnade,Kharadi,95,L,"6,054 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,BU Bhandari Colonnade,Kharadi,94.98,L,"6,104 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Oxy Beaumonde Phase 1,Lohegaon,1.09,Cr,"8,380 / sq ft",Under Construction,Possession by Dec 2024,2 BHK Property for Sale in Lohegaon Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Goel Ganga Serio,Kharadi,87.6,L,"6,656 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Goel Ganga Serio,Kharadi,86.84,L,"6,700 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Nyati Elysia III,Kharadi,99.94,L,"5,387 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Mahalaxmi Zen Estate,Kharadi,75.98,L,"6,093 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,BU Bhandari Acolade,Kharadi,91.5,L,"6,471 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Kharadi Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Nirvana Viman Nagar,Viman Nagar,2.14,Cr,"9,334 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Viman Nagar Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Anand Shanti Elixir,Mundhwa,53.35,L,"5,115 / sq ft",Under Construction,East facing,2 BHK Property for Sale in Mundhwa Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Anand Shanti Elixir,Mundhwa,53.08,L,"5,153 / sq ft",Under Construction,East facing,2 BHK Property for Sale in Mundhwa Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Venkatesh Venkatesh Graffiti Glover,Mundhwa,67,L,"6,417 / sq ft",Under Construction,Possession by Mar 2025,2 BHK Property for Sale in Mundhwa Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Venkatesh Venkatesh Graffiti Glover,Mundhwa,60.76,L,"6,743 / sq ft",Under Construction,Possession by Mar 2025,2 BHK Property for Sale in Mundhwa Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Venkatesh Venkatesh Graffiti Glover,Mundhwa,60,L,"6,787 / sq ft",Under Construction,Possession by Mar 2025,2 BHK Property for Sale in Mundhwa Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Evan,Mundhwa,40.22,L,"4,570 / sq ft",Under Construction,Possession by Nov 2023,2 BHK Property for Sale in Mundhwa Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Evan,Mundhwa,40.11,L,"4,573 / sq ft",Under Construction,Possession by Nov 2023,2 BHK Property for Sale in Mundhwa Pune
Omanda traders pvt Ltd,AGENT,BHK,Apartment,Shubh Evan,Mundhwa,40,L,"4,571 / sq ft",Under Construction,Possession by Nov 2023,2 BHK Property for Sale in Mundhwa Pune
Rakesh Padwal,AGENT,BHK,Apartment,Soba Puram Society,Warje,60,L,"6,976 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Warje Pune
Rakesh Padwal,AGENT,BHK,Apartment,Mahalaxmi Mahalaxmi Nagar,Warje,44,L,"7,787 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Warje Pune
Rakesh Padwal,AGENT,BHK,Apartment,,Warje,38,L,"6,333 / sq ft",Ready to move,East facing,1 BHK Property for Sale in Warje Pune
Rakesh Padwal,AGENT,BHK,Apartment,Sneha Homes,Warje,50,L,"6,485 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Warje Pune
Rakesh Padwal,AGENT,BHK,Apartment,Aditya Garden City,Warje,55,L,"8,461 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Warje Pune
Rakesh Padwal,AGENT,BHK,Apartment,Mahalaxmi Mahalaxmi Nagar,Warje,60,L,"7,782 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Warje Pune
Rakesh Padwal,AGENT,BHK,Apartment,Rahul Rahul Park,Warje,78,L,"8,041 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Warje Pune
Rakesh Padwal,AGENT,BHK,Apartment,SRK Vasant Vaibhav,Karve Nagar,66,L,"7,764 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Karve Nagar Pune
Rakesh Padwal,AGENT,BHK,Apartment,Soba Puram Society,Warje,65,L,"7,558 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Warje Pune
Rakesh Padwal,AGENT,BHK,Apartment,Reputed Builder Sai Sayaji Towers,Warje,64,L,"7,111 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Warje Pune
Lexis Realty,AGENT,BHK,Apartment,,spine road,85.5,L,"6,840 / sq ft",Ready to move,East facing,3 BHK Property for Sale in spine road Pune
Lexis Realty,AGENT,BHK,Apartment,Nirmiti Lorelle,Wakad,1.08,Cr,"7,392 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Vansh Realty,AGENT,BHK,Apartment,ABIL Castel Royale Magnifique,Bopodi,14.49,Cr,"15,093 / sq ft",Ready to move,Resale,8 BHK Property for Sale in Bopodi Pune
Vansh Realty,AGENT,BHK,Apartment,Lunkad Sky Belvedere,Tingre Nagar,4.99,Cr,"11,835 / sq ft",Ready to move,Resale,5 BHK Property for Sale in Tingre Nagar Pune
Vansh Realty,AGENT,BHK,Villa,Suma Padma Vilas Enclave,Wanowrie,12.49,Cr,"14,869 / sq ft",Ready to move,East facing,7 BHK Property for Sale in Wanowrie Pune
Vansh Realty,AGENT,BHK,Apartment,ABIL Castel Royale Grande,Bopodi,8.99,Cr,"16,465 / sq ft",Ready to move,Resale,5 BHK Property for Sale in Bopodi Pune
Vansh Realty,AGENT,BHK,Villa,Panchshil Yoovillas,Kharadi,8.04,Cr,"15,461 / sq ft",Ready to move,Resale,4 BHK Property for Sale in Kharadi Pune
Vansh Realty,AGENT,BHK,Apartment,Lunkad Sky Belvedere,Tingre Nagar,4.94,Cr,"11,717 / sq ft",Ready to move,Resale,5 BHK Property for Sale in Tingre Nagar Pune
Vansh Realty,AGENT,BHK,Villa,,Magarpatta,12.5,Cr,"17,857 / sq ft",Ready to move,Resale,7 BHK Property for Sale in Magarpatta Pune
Vansh Realty,AGENT,RK,Studio Apartment,Godrej Sky Greens,Kharadi,27,L,"7,803 / sq ft",Under Construction,Possession by Feb 2026,1 RK Property for Sale in Kharadi Pune
Vansh Realty,AGENT,BHK,Apartment,Lunkad Sky Belvedere,Tingre Nagar,5.3,Cr,"12,571 / sq ft",Ready to move,Resale,5 BHK Property for Sale in Tingre Nagar Pune
Vansh Realty,AGENT,BHK,Independent House,Pride World City,Lohegaon,2,Cr,"7,630 / sq ft",Under Construction,East facing,3 BHK Property for Sale in Lohegaon Pune
Vansh Realty,AGENT,BHK,Apartment,Pride World City,Lohegaon,1.72,Cr,"5,676 / sq ft",Under Construction,East facing,4 BHK Property for Sale in Lohegaon Pune
Vansh Realty,AGENT,BHK,Apartment,Pride World City,Lohegaon,1.67,Cr,"5,604 / sq ft",Under Construction,East facing,4 BHK Property for Sale in Lohegaon Pune
Vansh Realty,AGENT,BHK,Apartment,Lunkad Sky Belvedere,Tingre Nagar,6.2,Cr,"14,705 / sq ft",Ready to move,Resale,5 BHK Property for Sale in Tingre Nagar Pune
Vansh Realty,AGENT,BHK,Independent House,Gera Greens Ville Sky Villas,Kharadi,4.5,Cr,"14,062 / sq ft",Ready to move,Resale,4 BHK Property for Sale in Kharadi Pune
Vansh Realty,AGENT,BHK,Apartment,Panchshil Towers,Kharadi,2.85,Cr,"10,017 / sq ft",Ready to move,North facing,3 BHK Property for Sale in Kharadi Pune
Dube Real Estate,AGENT,BHK,Apartment,,Baner,1.28,Cr,"8,707 / sq ft",Ready to move,,2 BHK Property for Sale in Baner Pune
Dube Real Estate,AGENT,BHK,Apartment,Marvel Selva Ridge Estate,Bavdhan,2.8,Cr,"8,714 / sq ft",Ready to move,Resale,4 BHK Property for Sale in Bavdhan Pune
Prop Wisdom,AGENT,BHK,Apartment,Jhamtani Ace Aurum,Ravet,42,L,"7,118 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Ravet Pune
Peace Home Solution,AGENT,BHK,Independent House,Jayant Krishna Residency,Baner,3.1,Cr,"12,400 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Baner Pune
Janani Properties,AGENT,BHK,Apartment,Welworth Paradise,Baner,88,L,"7,457 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Baner Pune
Landmark Consultants,AGENT,BHK,Apartment,Pride Purple Sapphire Park,Wakad,1.39,Cr,"8,424 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Sanvi realty,AGENT,BHK,Apartment,Rama Costa Rica,Wakad,76,L,"6,280 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wakad Pune
Sanvi realty,AGENT,BHK,Apartment,Godrej 24,Hinjewadi,85,L,"6,800 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Hinjewadi Pune
Sanvi realty,AGENT,BHK,Apartment,Vilas Palladio Phase 2,Tathawade,90,L,"6,617 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Tathawade Pune
Sanvi realty,AGENT,BHK,Apartment,Akshar Elementa,Tathawade,1.05,Cr,"7,037 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Tathawade Pune
Sanvi realty,AGENT,BHK,Apartment,Kasturi Apostrophe Next,Wakad,1.35,Cr,"8,881 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Sanvi realty,AGENT,BHK,Apartment,Godrej 24,Hinjewadi,85,L,"7,522 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Hinjewadi Pune
Sanvi realty,AGENT,BHK,Apartment,Saheel I Trend Life Plus,Wakad,90,L,"6,428 / sq ft",Under Construction,Possession by Feb 2025,3 BHK Property for Sale in Wakad Pune
Sanvi realty,AGENT,BHK,Apartment,Vilas Yashwin Supernova,Wakad,86,L,"6,099 / sq ft",Under Construction,Possession by Nov 2023,3 BHK Property for Sale in Wakad Pune
Sanvi realty,AGENT,BHK,Apartment,Godrej 24,Hinjewadi,1.32,Cr,"8,627 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Hinjewadi Pune
Sanvi realty,AGENT,BHK,Apartment,Kasturi Building A3 Eon Homes,Hinjewadi,84,L,"7,304 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Hinjewadi Pune
Sanvi realty,AGENT,BHK,Apartment,Kalpataru Crescendo,Wakad,1.32,Cr,"9,428 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Wakad Pune
